product	sequences	frame	codon	num_defined_seqs	nonamer_counts	multiple_variants	NN_sites	SN_sites	NS_sites	SS_sites	NN_diffs	SN_diffs	NS_diffs	SS_diffs
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	2	21	21	FALSE	2.66666666666667	0.333333333333333	0	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	3	21	21	FALSE	2	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	4	21	19:1:1	FALSE	1.21428571428571	0.968253968253968	0.817460317460317	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	5	21	11:3:5:1:1	FALSE	0.73015873015873	0.0952380952380952	0.349206349206349	0.0158730158730159	0.0952380952380952	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	6	21	1:8:2:3:5:1:1	TRUE	1.73015873015873	0.333333333333333	0.0317460317460317	0	0.619047619047619	0.119047619047619	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	7	21	1:1:3:5:2:4:5	TRUE	1.71428571428571	0.634920634920635	0.650793650793651	0	0.17142857142857101	0.180952380952381	0.00952380952380952	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	8	21	1:1:7:3:2:1:4:2	FALSE	1.49206349206349	1	0.507936507936508	0	0	0.466666666666667	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	9	21	1:3:1:3:1:2:2:1:1:6	TRUE	1.25396825396825	0.968253968253968	0.777777777777778	0	0.0952380952380952	0.638095238095238	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	10	21	1:1:2:1:1:3:1:2:1:7:1	TRUE	1.18650793650794	0.811904761904762	0.912698412698413	0.0793650793650794	0.261904761904762	0.128571428571429	0.152380952380952	0.20952380952381
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	11	21	1:1:1:3:8:1:1:1:1:3	TRUE	1.56428571428571	0.994444444444444	0.436507936507936	0	0.00952380952380952	0.176190476190476	0.0952380952380952	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	12	21	1:3:1:3:4:5:1:1:1:1	TRUE	1.13650793650794	1	0.549206349206349	0	0.466666666666667	0.428571428571429	0.0571428571428571	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	13	21	3:1:1:2:5:1:6:1:1	TRUE	1.2952380952381	0.971428571428571	0.676190476190476	0	0	0.342857142857143	0.380952380952381	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	14	21	1:5:2:1:1:6:1:3:1	FALSE	1.19365079365079	1	0.777777777777778	0	0	0.580952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	15	20	1:5:1:2:1:1:1:6:2:1	TRUE	1.17142857142857	0.894444444444444	0.779365079365079	0.126190476190476	0.833333333333333	0.614285714285714	0.504761904761905	0.0523809523809524
../../../Sarbecovirus_n21_ALN_FINAL_v2_ORF3a.fasta	all	ss13	16	20	1:2:1:1:2:3:1:4:2:1:2:1	TRUE	2.10087719298246	0.333333333333333	0.55	0	0.384210526315789	0.405263157894737	0.284210526315789	0
