s1	1	9	0	0
s1	2	10	1	1
s1	3	11	2	3
s1	4	12	1	4
s1	5	13	3	7
s1	6	14	3	10
s1	7	15	0	10
s1	8	16	0	10
s1	9	17	0	10
s1	10	18	0	10
s1	11	19	5	14
s1	12	20	5	17
s1	13	21	7	23
s1	14	22	4	24
s2	1	9	1	1
s2	2	10	1	2
s2	3	11	1	3
s2	4	12	0	3
s2	5	13	0	3
s2	6	14	1	4
s2	7	15	2	6
s2	8	16	1	7
s2	9	17	0	7
s2	10	18	0	6
s2	11	19	0	5
s2	12	20	0	4
s2	13	21	0	4
s2	14	22	1	5
s3	1	9	0	0
s3	2	10	1	1
s3	3	11	3	4
s3	4	12	1	5
s3	5	13	1	6
s3	6	14	0	6
s3	7	15	1	7
s3	8	16	0	7
s3	9	17	1	8
s3	10	18	0	8
s3	11	19	3	10
s3	12	20	0	7
s3	13	21	1	7
s3	14	22	0	6
s4	1	9	1	1
s4	2	10	1	2
s4	3	11	1	3
s4	4	12	0	3
s4	5	13	0	3
s4	6	14	0	3
s4	7	15	1	4
s4	8	16	1	5
s4	9	17	3	8
s4	10	18	2	9
s4	11	19	1	9
s4	12	20	1	9
s4	13	21	0	9
s4	14	22	0	9
s5	1	9	0	0
s5	2	10	1	1
s5	3	11	0	1
s5	4	12	0	1
s5	5	13	0	1
s5	6	14	0	1
s5	7	15	0	1
s5	8	16	0	1
s5	9	17	0	1
s5	10	18	1	2
s5	11	19	4	5
s5	12	20	0	5
s5	13	21	3	8
s5	14	22	0	8
s6	1	9	2	2
s6	2	10	0	2
s6	3	11	2	4
s6	4	12	2	6
s6	5	13	0	6
s6	6	14	2	8
s6	7	15	6	14
s6	8	16	1	15
s6	9	17	2	17
s6	10	18	0	15
s6	11	19	0	15
s6	12	20	0	13
s6	13	21	0	11
s6	14	22	0	11
s7	1	9	2	2
s7	2	10	0	2
s7	3	11	0	2
s7	4	12	1	3
s7	5	13	3	6
s7	6	14	2	8
s7	7	15	1	9
s7	8	16	0	9
s7	9	17	1	10
s7	10	18	0	8
s7	11	19	1	9
s7	12	20	0	9
s7	13	21	0	8
s7	14	22	1	6
s8	1	9	0	0
s8	2	10	0	0
s8	3	11	3	3
s8	4	12	0	3
s8	5	13	0	3
s8	6	14	2	5
s8	7	15	0	5
s8	8	16	5	10
s8	9	17	0	10
s8	10	18	0	10
s8	11	19	1	11
s8	12	20	0	8
s8	13	21	1	9
s8	14	22	1	10
s9	1	9	0	0
s9	2	10	2	2
s9	3	11	0	2
s9	4	12	0	2
s9	5	13	0	2
s9	6	14	0	2
s9	7	15	0	2
s9	8	16	1	3
s9	9	17	1	4
s9	10	18	2	6
s9	11	19	0	4
s9	12	20	2	6
s9	13	21	0	6
s9	14	22	0	6
s10	1	9	0	0
s10	2	10	0	0
s10	3	11	0	0
s10	4	12	0	0
s10	5	13	2	2
s10	6	14	0	2
s10	7	15	1	3
s10	8	16	0	3
s10	9	17	2	5
s10	10	18	0	5
s10	11	19	1	6
s10	12	20	0	6
s10	13	21	0	6
s10	14	22	0	4
s11	1	9	3	3
s11	2	10	3	6
s11	3	11	0	6
s11	4	12	1	7
s11	5	13	0	7
s11	6	14	1	8
s11	7	15	4	12
s11	8	16	2	14
s11	9	17	1	15
s11	10	18	0	12
s11	11	19	0	9
s11	12	20	0	9
s11	13	21	2	10
s11	14	22	0	10
s12	1	9	0	0
s12	2	10	2	2
s12	3	11	1	3
s12	4	12	1	4
s12	5	13	1	5
s12	6	14	1	6
s12	7	15	0	6
s12	8	16	0	6
s12	9	17	1	7
s12	10	18	2	9
s12	11	19	0	7
s12	12	20	0	6
s12	13	21	2	7
s12	14	22	2	8
s13	1	9	0	0
s13	2	10	1	1
s13	3	11	0	1
s13	4	12	0	1
s13	5	13	0	1
s13	6	14	2	3
s13	7	15	1	4
s13	8	16	4	8
s13	9	17	0	8
s13	10	18	1	9
s13	11	19	1	9
s13	12	20	1	10
s13	13	21	0	10
s13	14	22	0	10
s14	1	9	0	0
s14	2	10	0	0
s14	3	11	0	0
s14	4	12	1	1
s14	5	13	2	3
s14	6	14	1	4
s14	7	15	0	4
s14	8	16	3	7
s14	9	17	1	8
s14	10	18	1	9
s14	11	19	0	9
s14	12	20	0	9
s14	13	21	1	9
s14	14	22	0	7
s15	1	9	0	0
s15	2	10	2	2
s15	3	11	2	4
s15	4	12	0	4
s15	5	13	0	4
s15	6	14	1	5
s15	7	15	4	9
s15	8	16	1	10
s15	9	17	0	10
s15	10	18	0	10
s15	11	19	0	8
s15	12	20	0	6
s15	13	21	0	6
s15	14	22	0	6
s16	1	9	2	2
s16	2	10	1	3
s16	3	11	1	4
s16	4	12	3	7
s16	5	13	2	9
s16	6	14	1	10
s16	7	15	0	10
s16	8	16	0	10
s16	9	17	2	12
s16	10	18	4	14
s16	11	19	3	16
s16	12	20	0	15
s16	13	21	1	13
s16	14	22	0	11
s17	1	9	1	1
s17	2	10	3	4
s17	3	11	0	4
s17	4	12	0	4
s17	5	13	1	5
s17	6	14	5	10
s17	7	15	1	11
s17	8	16	4	15
s17	9	17	0	15
s17	10	18	2	16
s17	11	19	1	14
s17	12	20	0	14
s17	13	21	0	14
s17	14	22	1	14
s18	1	9	0	0
s18	2	10	3	3
s18	3	11	0	3
s18	4	12	2	5
s18	5	13	1	6
s18	6	14	7	13
s18	7	15	1	14
s18	8	16	3	17
s18	9	17	1	18
s18	10	18	1	19
s18	11	19	0	16
s18	12	20	0	16
s18	13	21	1	15
s18	14	22	0	14
s19	1	9	1	1
s19	2	10	0	1
s19	3	11	0	1
s19	4	12	0	1
s19	5	13	0	1
s19	6	14	0	1
s19	7	15	1	2
s19	8	16	0	2
s19	9	17	0	2
s19	10	18	0	1
s19	11	19	1	2
s19	12	20	0	2
s19	13	21	0	2
s19	14	22	1	3
s20	1	9	1	1
s20	2	10	0	1
s20	3	11	0	1
s20	4	12	1	2
s20	5	13	2	4
s20	6	14	0	4
s20	7	15	0	4
s20	8	16	0	4
s20	9	17	2	6
s20	10	18	1	6
s20	11	19	1	7
s20	12	20	1	8
s20	13	21	0	7
s20	14	22	1	6
s21	1	9	1	1
s21	2	10	1	2
s21	3	11	2	4
s21	4	12	1	5
s21	5	13	1	6
s21	6	14	1	7
s21	7	15	1	8
s21	8	16	0	8
s21	9	17	0	8
s21	10	18	0	7
s21	11	19	0	6
s21	12	20	0	4
s21	13	21	0	3
s21	14	22	0	2
s22	1	9	0	0
s22	2	10	0	0
s22	3	11	2	2
s22	4	12	1	3
s22	5	13	1	4
s22	6	14	2	6
s22	7	15	0	6
s22	8	16	0	6
s22	9	17	1	7
s22	10	18	0	7
s22	11	19	1	8
s22	12	20	1	7
s22	13	21	0	6
s22	14	22	0	5
s23	1	9	3	3
s23	2	10	0	3
s23	3	11	3	6
s23	4	12	1	7
s23	5	13	0	7
s23	6	14	0	7
s23	7	15	1	8
s23	8	16	0	8
s23	9	17	1	9
s23	10	18	0	6
s23	11	19	2	8
s23	12	20	0	5
s23	13	21	0	4
s23	14	22	0	4
s24	1	9	4	4
s24	2	10	0	4
s24	3	11	0	4
s24	4	12	2	6
s24	5	13	1	7
s24	6	14	0	7
s24	7	15	2	9
s24	8	16	2	11
s24	9	17	1	12
s24	10	18	0	8
s24	11	19	0	8
s24	12	20	0	8
s24	13	21	4	10
s24	14	22	4	13
s25	1	9	0	0
s25	2	10	3	3
s25	3	11	1	4
s25	4	12	2	6
s25	5	13	2	8
s25	6	14	0	8
s25	7	15	1	9
s25	8	16	1	10
s25	9	17	0	10
s25	10	18	0	10
s25	11	19	1	8
s25	12	20	1	8
s25	13	21	1	7
s25	14	22	0	5
s26	1	9	1	1
s26	2	10	1	2
s26	3	11	1	3
s26	4	12	3	6
s26	5	13	0	6
s26	6	14	0	6
s26	7	15	0	6
s26	8	16	0	6
s26	9	17	0	6
s26	10	18	2	7
s26	11	19	0	6
s26	12	20	0	5
s26	13	21	0	2
s26	14	22	4	6
s27	1	9	1	1
s27	2	10	0	1
s27	3	11	1	2
s27	4	12	0	2
s27	5	13	0	2
s27	6	14	1	3
s27	7	15	1	4
s27	8	16	0	4
s27	9	17	5	9
s27	10	18	1	9
s27	11	19	1	10
s27	12	20	4	13
s27	13	21	1	14
s27	14	22	1	15
s28	1	9	0	0
s28	2	10	1	1
s28	3	11	1	2
s28	4	12	1	3
s28	5	13	0	3
s28	6	14	0	3
s28	7	15	2	5
s28	8	16	1	6
s28	9	17	0	6
s28	10	18	0	6
s28	11	19	4	9
s28	12	20	2	10
s28	13	21	0	9
s28	14	22	0	9
s29	1	9	2	2
s29	2	10	4	6
s29	3	11	2	8
s29	4	12	0	8
s29	5	13	0	8
s29	6	14	1	9
s29	7	15	2	11
s29	8	16	3	14
s29	9	17	0	14
s29	10	18	6	18
s29	11	19	0	14
s29	12	20	2	14
s29	13	21	0	14
s29	14	22	1	15
s30	1	9	0	0
s30	2	10	0	0
s30	3	11	1	1
s30	4	12	0	1
s30	5	13	1	2
s30	6	14	0	2
s30	7	15	2	4
s30	8	16	0	4
s30	9	17	0	4
s30	10	18	0	4
s30	11	19	2	6
s30	12	20	0	5
s30	13	21	3	8
s30	14	22	2	9
s31	1	9	0	0
s31	2	10	0	0
s31	3	11	0	0
s31	4	12	0	0
s31	5	13	0	0
s31	6	14	0	0
s31	7	15	0	0
s31	8	16	1	1
s31	9	17	1	2
s31	10	18	1	3
s31	11	19	1	4
s31	12	20	2	6
s31	13	21	1	7
s31	14	22	0	7
s32	1	9	0	0
s32	2	10	1	1
s32	3	11	2	3
s32	4	12	0	3
s32	5	13	1	4
s32	6	14	0	4
s32	7	15	3	7
s32	8	16	0	7
s32	9	17	0	7
s32	10	18	0	7
s32	11	19	2	8
s32	12	20	1	7
s32	13	21	1	8
s32	14	22	1	8
s33	1	9	3	3
s33	2	10	0	3
s33	3	11	1	4
s33	4	12	0	4
s33	5	13	2	6
s33	6	14	0	6
s33	7	15	1	7
s33	8	16	1	8
s33	9	17	1	9
s33	10	18	0	6
s33	11	19	1	7
s33	12	20	1	7
s33	13	21	0	7
s33	14	22	0	5
s34	1	9	1	1
s34	2	10	0	1
s34	3	11	1	2
s34	4	12	0	2
s34	5	13	1	3
s34	6	14	0	3
s34	7	15	1	4
s34	8	16	1	5
s34	9	17	6	11
s34	10	18	0	10
s34	11	19	0	10
s34	12	20	0	9
s34	13	21	2	11
s34	14	22	1	11
s35	1	9	0	0
s35	2	10	2	2
s35	3	11	0	2
s35	4	12	0	2
s35	5	13	0	2
s35	6	14	0	2
s35	7	15	1	3
s35	8	16	0	3
s35	9	17	0	3
s35	10	18	0	3
s35	11	19	2	3
s35	12	20	2	5
s35	13	21	1	6
s35	14	22	1	7
s36	1	9	0	0
s36	2	10	1	1
s36	3	11	0	1
s36	4	12	0	1
s36	5	13	1	2
s36	6	14	0	2
s36	7	15	1	3
s36	8	16	0	3
s36	9	17	0	3
s36	10	18	2	5
s36	11	19	1	5
s36	12	20	0	5
s36	13	21	1	6
s36	14	22	0	5
s37	1	9	1	1
s37	2	10	0	1
s37	3	11	0	1
s37	4	12	0	1
s37	5	13	1	2
s37	6	14	0	2
s37	7	15	1	3
s37	8	16	1	4
s37	9	17	0	4
s37	10	18	1	4
s37	11	19	4	8
s37	12	20	0	8
s37	13	21	1	9
s37	14	22	0	8
s38	1	9	1	1
s38	2	10	1	2
s38	3	11	0	2
s38	4	12	1	3
s38	5	13	1	4
s38	6	14	4	8
s38	7	15	0	8
s38	8	16	1	9
s38	9	17	0	9
s38	10	18	1	9
s38	11	19	0	8
s38	12	20	0	8
s38	13	21	0	7
s38	14	22	0	6
s39	1	9	1	1
s39	2	10	0	1
s39	3	11	0	1
s39	4	12	0	1
s39	5	13	0	1
s39	6	14	0	1
s39	7	15	0	1
s39	8	16	1	2
s39	9	17	1	3
s39	10	18	1	3
s39	11	19	0	3
s39	12	20	1	4
s39	13	21	2	6
s39	14	22	0	6
s40	1	9	0	0
s40	2	10	1	1
s40	3	11	1	2
s40	4	12	0	2
s40	5	13	2	4
s40	6	14	0	4
s40	7	15	0	4
s40	8	16	2	6
s40	9	17	4	10
s40	10	18	1	11
s40	11	19	4	14
s40	12	20	1	14
s40	13	21	3	17
s40	14	22	0	15
s41	1	9	1	1
s41	2	10	0	1
s41	3	11	4	5
s41	4	12	0	5
s41	5	13	3	8
s41	6	14	0	8
s41	7	15	1	9
s41	8	16	3	12
s41	9	17	1	13
s41	10	18	1	13
s41	11	19	0	13
s41	12	20	2	11
s41	13	21	0	11
s41	14	22	1	9
s42	1	9	0	0
s42	2	10	0	0
s42	3	11	0	0
s42	4	12	3	3
s42	5	13	0	3
s42	6	14	0	3
s42	7	15	0	3
s42	8	16	4	7
s42	9	17	1	8
s42	10	18	5	13
s42	11	19	0	13
s42	12	20	0	13
s42	13	21	0	10
s42	14	22	3	13
s43	1	9	1	1
s43	2	10	0	1
s43	3	11	1	2
s43	4	12	2	4
s43	5	13	0	4
s43	6	14	3	7
s43	7	15	0	7
s43	8	16	0	7
s43	9	17	0	7
s43	10	18	0	6
s43	11	19	1	7
s43	12	20	3	9
s43	13	21	0	7
s43	14	22	0	7
s44	1	9	3	3
s44	2	10	1	4
s44	3	11	4	8
s44	4	12	1	9
s44	5	13	1	10
s44	6	14	2	12
s44	7	15	0	12
s44	8	16	1	13
s44	9	17	0	13
s44	10	18	0	10
s44	11	19	1	10
s44	12	20	1	7
s44	13	21	1	7
s44	14	22	1	7
s45	1	9	0	0
s45	2	10	2	2
s45	3	11	0	2
